"DateTime","Tasa Representativa del Mercado (TRM)"
"1997-09-23 05:00:00",1242.45
"1997-09-24 05:00:00",1248.83
"1997-09-25 05:00:00",1251.88
"1997-09-26 05:00:00",1249.73
"1997-09-27 05:00:00",1241.72
"1997-09-28 05:00:00",1241.72
"1997-09-29 05:00:00",1241.72
"1997-09-30 05:00:00",1246.27
"1997-10-01 05:00:00",1244.63
"1997-10-02 05:00:00",1243.27
"1997-10-03 05:00:00",1242.16
"1997-10-04 05:00:00",1244.84
"1997-10-05 05:00:00",1244.84
"1997-10-06 05:00:00",1244.84
"1997-10-07 05:00:00",1250.95
"1997-10-08 05:00:00",1247.51
"1997-10-09 05:00:00",1252.74
"1997-10-10 05:00:00",1258.04
"1997-10-11 05:00:00",1265.38
"1997-10-12 05:00:00",1265.38
"1997-10-13 05:00:00",1265.38
"1997-10-14 05:00:00",1265.38
"1997-10-15 05:00:00",1272.77
"1997-10-16 05:00:00",1263.79
"1997-10-17 05:00:00",1268.87
"1997-10-18 05:00:00",1264.7
"1997-10-19 05:00:00",1264.7
"1997-10-20 05:00:00",1264.7
"1997-10-21 05:00:00",1264.6
"1997-10-22 05:00:00",1264.32
"1997-10-23 05:00:00",1267.87
"1997-10-24 05:00:00",1267.1
"1997-10-25 05:00:00",1272.02
"1997-10-26 05:00:00",1272.02
"1997-10-27 05:00:00",1272.02
"1997-10-28 05:00:00",1274.05
"1997-10-29 05:00:00",1289.84
"1997-10-30 05:00:00",1282.82
"1997-10-31 05:00:00",1281.2
"1997-11-01 05:00:00",1284.65
"1997-11-02 05:00:00",1284.65
"1997-11-03 05:00:00",1284.65
"1997-11-04 05:00:00",1284.65
"1997-11-05 05:00:00",1284.63
"1997-11-06 05:00:00",1281.18
"1997-11-07 05:00:00",1286.73
"1997-11-08 05:00:00",1291.35
"1997-11-09 05:00:00",1291.35
"1997-11-10 05:00:00",1291.35
"1997-11-11 05:00:00",1295.52
"1997-11-12 05:00:00",1294.51
"1997-11-13 05:00:00",1296.66
"1997-11-14 05:00:00",1297.87
"1997-11-15 05:00:00",1298.04
"1997-11-16 05:00:00",1298.04
"1997-11-17 05:00:00",1298.04
"1997-11-18 05:00:00",1298.04
"1997-11-19 05:00:00",1297.94
"1997-11-20 05:00:00",1296.62
"1997-11-21 05:00:00",1298.19
"1997-11-22 05:00:00",1296.3
"1997-11-23 05:00:00",1296.3
"1997-11-24 05:00:00",1296.3
"1997-11-25 05:00:00",1296.37
"1997-11-26 05:00:00",1299.19
"1997-11-27 05:00:00",1303.15
"1997-11-28 05:00:00",1303.1
"1997-11-29 05:00:00",1305.66
"1997-11-30 05:00:00",1305.66
"1997-12-01 05:00:00",1305.66
"1997-12-02 05:00:00",1307.54
"1997-12-03 05:00:00",1307.01
"1997-12-04 05:00:00",1299.43
"1997-12-05 05:00:00",1298.64
"1997-12-06 05:00:00",1300.55
"1997-12-07 05:00:00",1300.55
"1997-12-08 05:00:00",1300.55
"1997-12-09 05:00:00",1300.55
"1997-12-10 05:00:00",1298.78
"1997-12-11 05:00:00",1301.15
"1997-12-12 05:00:00",1304.85
"1997-12-13 05:00:00",1307.42
"1997-12-14 05:00:00",1307.42
"1997-12-15 05:00:00",1307.42
"1997-12-16 05:00:00",1304.02
"1997-12-17 05:00:00",1296.3
"1997-12-18 05:00:00",1286.74
"1997-12-19 05:00:00",1286.12
"1997-12-20 05:00:00",1287.51
"1997-12-21 05:00:00",1287.51
"1997-12-22 05:00:00",1287.51
"1997-12-23 05:00:00",1288.32
"1997-12-24 05:00:00",1281.6
"1997-12-25 05:00:00",1281.6
"1997-12-26 05:00:00",1281.6
"1997-12-27 05:00:00",1286.92
"1997-12-28 05:00:00",1286.92
"1997-12-29 05:00:00",1286.92
"1997-12-30 05:00:00",1291.92
"1997-12-31 05:00:00",1293.58
"1998-01-01 05:00:00",1293.58
"1998-01-02 05:00:00",1293.58
"1998-01-03 05:00:00",1304.33
"1998-01-04 05:00:00",1304.33
"1998-01-05 05:00:00",1304.33
"1998-01-06 05:00:00",1317.15
"1998-01-07 05:00:00",1318.57
"1998-01-08 05:00:00",1315.95
"1998-01-09 05:00:00",1313.56
"1998-01-10 05:00:00",1315.7
"1998-01-11 05:00:00",1315.7
"1998-01-12 05:00:00",1315.7
"1998-01-13 05:00:00",1315.7
"1998-01-14 05:00:00",1318.25
"1998-01-15 05:00:00",1318.53
"1998-01-16 05:00:00",1319.21
"1998-01-17 05:00:00",1322.16
"1998-01-18 05:00:00",1322.16
"1998-01-19 05:00:00",1322.16
"1998-01-20 05:00:00",1325.07
"1998-01-21 05:00:00",1327
"1998-01-22 05:00:00",1331.48
"1998-01-23 05:00:00",1334.71
"1998-01-24 05:00:00",1332.78
"1998-01-25 05:00:00",1332.78
"1998-01-26 05:00:00",1332.78
"1998-01-27 05:00:00",1336.38
"1998-01-28 05:00:00",1337.3
"1998-01-29 05:00:00",1339.57
"1998-01-30 05:00:00",1341.85
"1998-01-31 05:00:00",1342
"1998-02-01 05:00:00",1342
"1998-02-02 05:00:00",1342
"1998-02-03 05:00:00",1343.9
"1998-02-04 05:00:00",1345.01
"1998-02-05 05:00:00",1345.46
"1998-02-06 05:00:00",1346.09
"1998-02-07 05:00:00",1346.42
"1998-02-08 05:00:00",1346.42
"1998-02-09 05:00:00",1346.42
"1998-02-10 05:00:00",1347.72
"1998-02-11 05:00:00",1348.23
"1998-02-12 05:00:00",1348.86
"1998-02-13 05:00:00",1349.34
"1998-02-14 05:00:00",1349.54
"1998-02-15 05:00:00",1349.54
"1998-02-16 05:00:00",1349.54
"1998-02-17 05:00:00",1350.97
"1998-02-18 05:00:00",1350.23
"1998-02-19 05:00:00",1349.95
"1998-02-20 05:00:00",1350.1
"1998-02-21 05:00:00",1347.94
"1998-02-22 05:00:00",1347.94
"1998-02-23 05:00:00",1347.94
"1998-02-24 05:00:00",1340.92
"1998-02-25 05:00:00",1334.72
"1998-02-26 05:00:00",1340.75
"1998-02-27 05:00:00",1344.25
"1998-02-28 05:00:00",1343.85
"1998-03-01 05:00:00",1343.85
"1998-03-02 05:00:00",1343.85
"1998-03-03 05:00:00",1349.04
"1998-03-04 05:00:00",1352.21
"1998-03-05 05:00:00",1349.8
"1998-03-06 05:00:00",1353.19
"1998-03-07 05:00:00",1353.71
"1998-03-08 05:00:00",1353.71
"1998-03-09 05:00:00",1353.71
"1998-03-10 05:00:00",1354.9
"1998-03-11 05:00:00",1355.88
"1998-03-12 05:00:00",1356.63
"1998-03-13 05:00:00",1356.7
"1998-03-14 05:00:00",1355.9
"1998-03-15 05:00:00",1355.9
"1998-03-16 05:00:00",1355.9
"1998-03-17 05:00:00",1358.66
"1998-03-18 05:00:00",1359.96
"1998-03-19 05:00:00",1360.56
"1998-03-20 05:00:00",1361.87
"1998-03-21 05:00:00",1361.86
"1998-03-22 05:00:00",1361.86
"1998-03-23 05:00:00",1361.86
"1998-03-24 05:00:00",1361.86
"1998-03-25 05:00:00",1364.4
"1998-03-26 05:00:00",1364.76
"1998-03-27 05:00:00",1365.66
"1998-03-28 05:00:00",1361.49
"1998-03-29 05:00:00",1361.49
"1998-03-30 05:00:00",1361.49
"1998-03-31 05:00:00",1358.03
"1998-04-01 05:00:00",1360.26
"1998-04-02 05:00:00",1362.54
"1998-04-03 05:00:00",1357.75
"1998-04-04 05:00:00",1357.71
"1998-04-05 05:00:00",1357.71
"1998-04-06 05:00:00",1357.71
"1998-04-07 05:00:00",1355.5
"1998-04-08 05:00:00",1354.15
"1998-04-09 05:00:00",1357.14
"1998-04-10 05:00:00",1357.14
"1998-04-11 05:00:00",1357.14
"1998-04-12 05:00:00",1357.14
"1998-04-13 05:00:00",1357.14
"1998-04-14 05:00:00",1363.38
"1998-04-15 05:00:00",1365.21
"1998-04-16 05:00:00",1364.06
"1998-04-17 05:00:00",1360.74
"1998-04-18 05:00:00",1360.49
"1998-04-19 05:00:00",1360.49
"1998-04-20 05:00:00",1360.49
"1998-04-21 05:00:00",1360.42
"1998-04-22 05:00:00",1357.51
"1998-04-23 05:00:00",1355.94
"1998-04-24 05:00:00",1354.91
"1998-04-25 05:00:00",1359.99
"1998-04-26 05:00:00",1359.99
"1998-04-27 05:00:00",1359.99
"1998-04-28 05:00:00",1368.17
"1998-04-29 05:00:00",1371.35
"1998-04-30 05:00:00",1365.72
"1998-05-01 05:00:00",1364.07
"1998-05-02 05:00:00",1364.07
"1998-05-03 05:00:00",1364.07
"1998-05-04 05:00:00",1364.07
"1998-05-05 05:00:00",1369.31
"1998-05-06 05:00:00",1375.39
"1998-05-07 05:00:00",1382.27
"1998-05-08 05:00:00",1383.04
"1998-05-09 05:00:00",1385.38
"1998-05-10 05:00:00",1385.38
"1998-05-11 05:00:00",1385.38
"1998-05-12 05:00:00",1387.78
"1998-05-13 05:00:00",1388.04
"1998-05-14 05:00:00",1387.15
"1998-05-15 05:00:00",1384.97
"1998-05-16 05:00:00",1383.31
"1998-05-17 05:00:00",1383.31
"1998-05-18 05:00:00",1383.31
"1998-05-19 05:00:00",1387.26
"1998-05-20 05:00:00",1390.89
"1998-05-21 05:00:00",1392.18
"1998-05-22 05:00:00",1393.62
"1998-05-23 05:00:00",1394.33
"1998-05-24 05:00:00",1394.33
"1998-05-25 05:00:00",1394.33
"1998-05-26 05:00:00",1394.33
"1998-05-27 05:00:00",1396.51
"1998-05-28 05:00:00",1397.12
"1998-05-29 05:00:00",1396.69
"1998-05-30 05:00:00",1397.07
"1998-05-31 05:00:00",1397.07
"1998-06-01 05:00:00",1397.07
"1998-06-02 05:00:00",1398.53
"1998-06-03 05:00:00",1399.56
"1998-06-04 05:00:00",1399.02
"1998-06-05 05:00:00",1397.63
"1998-06-06 05:00:00",1387.12
"1998-06-07 05:00:00",1387.12
"1998-06-08 05:00:00",1387.12
"1998-06-09 05:00:00",1386.53
"1998-06-10 05:00:00",1376.25
"1998-06-11 05:00:00",1383.23
"1998-06-12 05:00:00",1388.76
"1998-06-13 05:00:00",1380.51
"1998-06-14 05:00:00",1380.51
"1998-06-15 05:00:00",1380.51
"1998-06-16 05:00:00",1380.51
"1998-06-17 05:00:00",1388.5
"1998-06-18 05:00:00",1394.39
"1998-06-19 05:00:00",1390.85
"1998-06-20 05:00:00",1394.8
"1998-06-21 05:00:00",1394.8
"1998-06-22 05:00:00",1394.8
"1998-06-23 05:00:00",1394.8
"1998-06-24 05:00:00",1381.11
"1998-06-25 05:00:00",1375.02
"1998-06-26 05:00:00",1363.67
"1998-06-27 05:00:00",1363.04
"1998-06-28 05:00:00",1363.04
"1998-06-29 05:00:00",1363.04
"1998-06-30 05:00:00",1363.04
"1998-07-01 05:00:00",1369.88
"1998-07-02 05:00:00",1358.05
"1998-07-03 05:00:00",1345.65
"1998-07-04 05:00:00",1348.06
"1998-07-05 05:00:00",1348.06
"1998-07-06 05:00:00",1348.06
"1998-07-07 05:00:00",1357.78
"1998-07-08 05:00:00",1368.16
"1998-07-09 05:00:00",1369.12
"1998-07-10 05:00:00",1370.45
"1998-07-11 05:00:00",1374.23
"1998-07-12 05:00:00",1374.23
"1998-07-13 05:00:00",1374.23
"1998-07-14 05:00:00",1380.27
"1998-07-15 05:00:00",1381.22
"1998-07-16 05:00:00",1378.01
"1998-07-17 05:00:00",1376.74
"1998-07-18 05:00:00",1381.54
"1998-07-19 05:00:00",1381.54
"1998-07-20 05:00:00",1381.54
"1998-07-21 05:00:00",1381.54
"1998-07-22 05:00:00",1380.87
"1998-07-23 05:00:00",1376.87
"1998-07-24 05:00:00",1378.88
"1998-07-25 05:00:00",1379.61
"1998-07-26 05:00:00",1379.61
"1998-07-27 05:00:00",1379.61
"1998-07-28 05:00:00",1378.33
"1998-07-29 05:00:00",1376.12
"1998-07-30 05:00:00",1373.49
"1998-07-31 05:00:00",1370.65
"1998-08-01 05:00:00",1372.14
"1998-08-02 05:00:00",1372.14
"1998-08-03 05:00:00",1372.14
"1998-08-04 05:00:00",1371.16
"1998-08-05 05:00:00",1368.24
"1998-08-06 05:00:00",1366.44
"1998-08-07 05:00:00",1364.9
"1998-08-08 05:00:00",1364.9
"1998-08-09 05:00:00",1364.9
"1998-08-10 05:00:00",1364.9
"1998-08-11 05:00:00",1359.22
"1998-08-12 05:00:00",1365.58
"1998-08-13 05:00:00",1371.23
"1998-08-14 05:00:00",1377.08
"1998-08-15 05:00:00",1386.02
"1998-08-16 05:00:00",1386.02
"1998-08-17 05:00:00",1386.02
"1998-08-18 05:00:00",1386.02
"1998-08-19 05:00:00",1385.77
"1998-08-20 05:00:00",1384.24
"1998-08-21 05:00:00",1391.55
"1998-08-22 05:00:00",1407.27
"1998-08-23 05:00:00",1407.27
"1998-08-24 05:00:00",1407.27
"1998-08-25 05:00:00",1418.22
"1998-08-26 05:00:00",1420.27
"1998-08-27 05:00:00",1430.33
"1998-08-28 05:00:00",1438.16
"1998-08-29 05:00:00",1440.87
"1998-08-30 05:00:00",1440.87
"1998-08-31 05:00:00",1440.87
"1998-09-01 05:00:00",1441.86
"1998-09-02 05:00:00",1442.95
"1998-09-03 05:00:00",1518.56
"1998-09-04 05:00:00",1532.19
"1998-09-05 05:00:00",1538.84
"1998-09-06 05:00:00",1538.84
"1998-09-07 05:00:00",1538.84
"1998-09-08 05:00:00",1511.55
"1998-09-09 05:00:00",1505.66
"1998-09-10 05:00:00",1493.4
"1998-09-11 05:00:00",1506.27
"1998-09-12 05:00:00",1505.85
"1998-09-13 05:00:00",1505.85
"1998-09-14 05:00:00",1505.85
"1998-09-15 05:00:00",1510.41
"1998-09-16 05:00:00",1516.92
"1998-09-17 05:00:00",1520.63
"1998-09-18 05:00:00",1531.49
"1998-09-19 05:00:00",1533.95
"1998-09-20 05:00:00",1533.95
"1998-09-21 05:00:00",1533.95
"1998-09-22 05:00:00",1529.26
"1998-09-23 05:00:00",1541.16
"1998-09-24 05:00:00",1561.28
"1998-09-25 05:00:00",1548.95
"1998-09-26 05:00:00",1547.81
"1998-09-27 05:00:00",1547.81
"1998-09-28 05:00:00",1547.81
"1998-09-29 05:00:00",1556.25
"1998-09-30 05:00:00",1556.15
"1998-10-01 05:00:00",1556.52
"1998-10-02 05:00:00",1573.22
"1998-10-03 05:00:00",1578.96
"1998-10-04 05:00:00",1578.96
"1998-10-05 05:00:00",1578.96
"1998-10-06 05:00:00",1585.64
"1998-10-07 05:00:00",1588.64
"1998-10-08 05:00:00",1586.53
"1998-10-09 05:00:00",1587.46
"1998-10-10 05:00:00",1590.64
"1998-10-11 05:00:00",1590.64
"1998-10-12 05:00:00",1590.64
"1998-10-13 05:00:00",1590.64
"1998-10-14 05:00:00",1592.11
"1998-10-15 05:00:00",1591.01
"1998-10-16 05:00:00",1594.19
"1998-10-17 05:00:00",1596.21
"1998-10-18 05:00:00",1596.21
"1998-10-19 05:00:00",1596.21
"1998-10-20 05:00:00",1598.18
"1998-10-21 05:00:00",1598.61
"1998-10-22 05:00:00",1597.79
"1998-10-23 05:00:00",1599.15
"1998-10-24 05:00:00",1597.97
"1998-10-25 05:00:00",1597.97
"1998-10-26 05:00:00",1597.97
"1998-10-27 05:00:00",1590.64
"1998-10-28 05:00:00",1576.38
"1998-10-29 05:00:00",1577.9
"1998-10-30 05:00:00",1577.19
"1998-10-31 05:00:00",1575.08
"1998-11-01 05:00:00",1575.08
"1998-11-02 05:00:00",1575.08
"1998-11-03 05:00:00",1575.08
"1998-11-04 05:00:00",1569.93
"1998-11-05 05:00:00",1568.54
"1998-11-06 05:00:00",1563.32
"1998-11-07 05:00:00",1553.71
"1998-11-08 05:00:00",1553.71
"1998-11-09 05:00:00",1553.71
"1998-11-10 05:00:00",1559.35
"1998-11-11 05:00:00",1571.76
"1998-11-12 05:00:00",1577.61
"1998-11-13 05:00:00",1578.79
"1998-11-14 05:00:00",1580.99
"1998-11-15 05:00:00",1580.99
"1998-11-16 05:00:00",1580.99
"1998-11-17 05:00:00",1580.99
"1998-11-18 05:00:00",1583.29
"1998-11-19 05:00:00",1569.6
"1998-11-20 05:00:00",1558.49
"1998-11-21 05:00:00",1539.38
"1998-11-22 05:00:00",1539.38
"1998-11-23 05:00:00",1539.38
"1998-11-24 05:00:00",1547.92
"1998-11-25 05:00:00",1557.57
"1998-11-26 05:00:00",1545.53
"1998-11-27 05:00:00",1543.45
"1998-11-28 05:00:00",1547.11
"1998-11-29 05:00:00",1547.11
"1998-11-30 05:00:00",1547.11
"1998-12-01 05:00:00",1545.88
"1998-12-02 05:00:00",1545.82
"1998-12-03 05:00:00",1539.32
"1998-12-04 05:00:00",1545.89
"1998-12-05 05:00:00",1552.48
"1998-12-06 05:00:00",1552.48
"1998-12-07 05:00:00",1552.48
"1998-12-08 05:00:00",1548.63
"1998-12-09 05:00:00",1548.63
"1998-12-10 05:00:00",1541.14
"1998-12-11 05:00:00",1530.63
"1998-12-12 05:00:00",1531.13
"1998-12-13 05:00:00",1531.13
"1998-12-14 05:00:00",1531.13
"1998-12-15 05:00:00",1532.76
"1998-12-16 05:00:00",1529.07
"1998-12-17 05:00:00",1523.8
"1998-12-18 05:00:00",1515.98
"1998-12-19 05:00:00",1494.11
"1998-12-20 05:00:00",1494.11
"1998-12-21 05:00:00",1494.11
"1998-12-22 05:00:00",1477.51
"1998-12-23 05:00:00",1467.04
"1998-12-24 05:00:00",1484.88
"1998-12-25 05:00:00",1484.88
"1998-12-26 05:00:00",1484.88
"1998-12-27 05:00:00",1484.88
"1998-12-28 05:00:00",1484.88
"1998-12-29 05:00:00",1507.52
"1998-12-30 05:00:00",1535.55
"1998-12-31 05:00:00",1542.11
"1999-01-01 05:00:00",1542.11
"1999-01-02 05:00:00",1542.11
"1999-01-03 05:00:00",1542.11
"1999-01-04 05:00:00",1542.11
"1999-01-05 05:00:00",1545.11
"1999-01-06 05:00:00",1528.28
"1999-01-07 05:00:00",1530.48
"1999-01-08 05:00:00",1543.22
"1999-01-09 05:00:00",1535.96
"1999-01-10 05:00:00",1535.96
"1999-01-11 05:00:00",1535.96
"1999-01-12 05:00:00",1535.96
"1999-01-13 05:00:00",1549.35
"1999-01-14 05:00:00",1588.8
"1999-01-15 05:00:00",1584.42
"1999-01-16 05:00:00",1596.59
"1999-01-17 05:00:00",1596.59
"1999-01-18 05:00:00",1596.59
"1999-01-19 05:00:00",1580.4
"1999-01-20 05:00:00",1587.18
"1999-01-21 05:00:00",1582.57
"1999-01-22 05:00:00",1589.65
"1999-01-23 05:00:00",1591.81
"1999-01-24 05:00:00",1591.81
"1999-01-25 05:00:00",1591.81
"1999-01-26 05:00:00",1591.58
"1999-01-27 05:00:00",1591.69
"1999-01-28 05:00:00",1590.33
"1999-01-29 05:00:00",1580.72
"1999-01-30 05:00:00",1582.9
"1999-01-31 05:00:00",1582.9
"1999-02-01 05:00:00",1582.9
"1999-02-02 05:00:00",1581.27
"1999-02-03 05:00:00",1576.22
"1999-02-04 05:00:00",1574.07
"1999-02-05 05:00:00",1575.69
"1999-02-06 05:00:00",1570.94
"1999-02-07 05:00:00",1570.94
"1999-02-08 05:00:00",1570.94
"1999-02-09 05:00:00",1562.14
"1999-02-10 05:00:00",1563.39
"1999-02-11 05:00:00",1570.81
"1999-02-12 05:00:00",1564.04
"1999-02-13 05:00:00",1565.57
"1999-02-14 05:00:00",1565.57
"1999-02-15 05:00:00",1565.57
"1999-02-16 05:00:00",1557.79
"1999-02-17 05:00:00",1561.53
"1999-02-18 05:00:00",1569.4
"1999-02-19 05:00:00",1567.17
"1999-02-20 05:00:00",1560.46
"1999-02-21 05:00:00",1560.46
"1999-02-22 05:00:00",1560.46
"1999-02-23 05:00:00",1556.65
"1999-02-24 05:00:00",1550.88
"1999-02-25 05:00:00",1557.97
"1999-02-26 05:00:00",1572.46
"1999-02-27 05:00:00",1568.3
"1999-02-28 05:00:00",1568.3
"1999-03-01 05:00:00",1568.3
"1999-03-02 05:00:00",1560.4
"1999-03-03 05:00:00",1557.94
"1999-03-04 05:00:00",1558.66
"1999-03-05 05:00:00",1555.84
"1999-03-06 05:00:00",1552.37
"1999-03-07 05:00:00",1552.37
"1999-03-08 05:00:00",1552.37
"1999-03-09 05:00:00",1552.44
"1999-03-10 05:00:00",1550.33
"1999-03-11 05:00:00",1545.09
"1999-03-12 05:00:00",1552.28
"1999-03-13 05:00:00",1562.91
"1999-03-14 05:00:00",1562.91
"1999-03-15 05:00:00",1562.91
"1999-03-16 05:00:00",1563.97
"1999-03-17 05:00:00",1561.74
"1999-03-18 05:00:00",1554.85
"1999-03-19 05:00:00",1550.03
"1999-03-20 05:00:00",1546.77
"1999-03-21 05:00:00",1546.77
"1999-03-22 05:00:00",1546.77
"1999-03-23 05:00:00",1546.77
"1999-03-24 05:00:00",1544.6
"1999-03-25 05:00:00",1541.74
"1999-03-26 05:00:00",1534.28
"1999-03-27 05:00:00",1525.59
"1999-03-28 05:00:00",1525.59
"1999-03-29 05:00:00",1525.59
"1999-03-30 05:00:00",1529.59
"1999-03-31 05:00:00",1533.51
"1999-04-01 05:00:00",1533.32
"1999-04-02 05:00:00",1533.32
"1999-04-03 05:00:00",1533.32
"1999-04-04 05:00:00",1533.32
"1999-04-05 05:00:00",1533.32
"1999-04-06 05:00:00",1532.48
"1999-04-07 05:00:00",1534.13
"1999-04-08 05:00:00",1548.14
"1999-04-09 05:00:00",1574.77
"1999-04-10 05:00:00",1588.17
"1999-04-11 05:00:00",1588.17
"1999-04-12 05:00:00",1588.17
"1999-04-13 05:00:00",1588.19
"1999-04-14 05:00:00",1603.95
"1999-04-15 05:00:00",1593.17
"1999-04-16 05:00:00",1586.04
"1999-04-17 05:00:00",1578.93
"1999-04-18 05:00:00",1578.93
"1999-04-19 05:00:00",1578.93
"1999-04-20 05:00:00",1570.53
"1999-04-21 05:00:00",1563.94
"1999-04-22 05:00:00",1570.34
"1999-04-23 05:00:00",1573.86
"1999-04-24 05:00:00",1578.98
"1999-04-25 05:00:00",1578.98
"1999-04-26 05:00:00",1578.98
"1999-04-27 05:00:00",1580.78
"1999-04-28 05:00:00",1590.53
"1999-04-29 05:00:00",1598.69
"1999-04-30 05:00:00",1604.44
"1999-05-01 05:00:00",1611.48
"1999-05-02 05:00:00",1611.48
"1999-05-03 05:00:00",1611.48
"1999-05-04 05:00:00",1613.61
"1999-05-05 05:00:00",1603.97
"1999-05-06 05:00:00",1610.66
"1999-05-07 05:00:00",1618
"1999-05-08 05:00:00",1631.71
"1999-05-09 05:00:00",1631.71
"1999-05-10 05:00:00",1631.71
"1999-05-11 05:00:00",1627.3
"1999-05-12 05:00:00",1631.02
"1999-05-13 05:00:00",1631.95
"1999-05-14 05:00:00",1630.08
"1999-05-15 05:00:00",1640.15
"1999-05-16 05:00:00",1640.15
"1999-05-17 05:00:00",1640.15
"1999-05-18 05:00:00",1640.15
"1999-05-19 05:00:00",1644.11
"1999-05-20 05:00:00",1643.05
"1999-05-21 05:00:00",1644.6
"1999-05-22 05:00:00",1665.36
"1999-05-23 05:00:00",1665.36
"1999-05-24 05:00:00",1665.36
"1999-05-25 05:00:00",1671.2
"1999-05-26 05:00:00",1669.27
"1999-05-27 05:00:00",1682.12
"1999-05-28 05:00:00",1685.33
"1999-05-29 05:00:00",1671.67
"1999-05-30 05:00:00",1671.67
"1999-05-31 05:00:00",1671.67
"1999-06-01 05:00:00",1663.55
"1999-06-02 05:00:00",1657.7
"1999-06-03 05:00:00",1667.88
"1999-06-04 05:00:00",1654.75
"1999-06-05 05:00:00",1653.96
"1999-06-06 05:00:00",1653.96
"1999-06-07 05:00:00",1653.96
"1999-06-08 05:00:00",1653.96
"1999-06-09 05:00:00",1672.01
"1999-06-10 05:00:00",1679.12
"1999-06-11 05:00:00",1686.08
"1999-06-12 05:00:00",1682.09
"1999-06-13 05:00:00",1682.09
"1999-06-14 05:00:00",1682.09
"1999-06-15 05:00:00",1682.09
"1999-06-16 05:00:00",1694.56
"1999-06-17 05:00:00",1698.55
"1999-06-18 05:00:00",1693.75
"1999-06-19 05:00:00",1692.36
"1999-06-20 05:00:00",1692.36
"1999-06-21 05:00:00",1692.36
"1999-06-22 05:00:00",1694.26
"1999-06-23 05:00:00",1710.03
"1999-06-24 05:00:00",1723.26
"1999-06-25 05:00:00",1734.83
"1999-06-26 05:00:00",1737.91
"1999-06-27 05:00:00",1737.91
"1999-06-28 05:00:00",1737.91
"1999-06-29 05:00:00",1751
"1999-06-30 05:00:00",1732.1
"1999-07-01 05:00:00",1736.03
"1999-07-02 05:00:00",1751.26
"1999-07-03 05:00:00",1755.31
"1999-07-04 05:00:00",1755.31
"1999-07-05 05:00:00",1755.31
"1999-07-06 05:00:00",1755.31
"1999-07-07 05:00:00",1772.69
"1999-07-08 05:00:00",1795.36
"1999-07-09 05:00:00",1831.1
"1999-07-10 05:00:00",1840.38
"1999-07-11 05:00:00",1840.38
"1999-07-12 05:00:00",1840.38
"1999-07-13 05:00:00",1887.17
"1999-07-14 05:00:00",1926.55
"1999-07-15 05:00:00",1881.42
"1999-07-16 05:00:00",1823.29
"1999-07-17 05:00:00",1821.95
"1999-07-18 05:00:00",1821.95
"1999-07-19 05:00:00",1821.95
"1999-07-20 05:00:00",1819.04
"1999-07-21 05:00:00",1819.04
"1999-07-22 05:00:00",1809.56
"1999-07-23 05:00:00",1807.9
"1999-07-24 05:00:00",1831.19
"1999-07-25 05:00:00",1831.19
"1999-07-26 05:00:00",1831.19
"1999-07-27 05:00:00",1829.63
"1999-07-28 05:00:00",1829.06
"1999-07-29 05:00:00",1817.09
"1999-07-30 05:00:00",1806.52
"1999-07-31 05:00:00",1809.5
"1999-08-01 05:00:00",1809.5
"1999-08-02 05:00:00",1809.5
"1999-08-03 05:00:00",1813.6
"1999-08-04 05:00:00",1800.79
"1999-08-05 05:00:00",1822.84
"1999-08-06 05:00:00",1834.97
"1999-08-07 05:00:00",1849.12
"1999-08-08 05:00:00",1849.12
"1999-08-09 05:00:00",1849.12
"1999-08-10 05:00:00",1852.8
"1999-08-11 05:00:00",1855.03
"1999-08-12 05:00:00",1865.3
"1999-08-13 05:00:00",1893.25
"1999-08-14 05:00:00",1879.15
"1999-08-15 05:00:00",1879.15
"1999-08-16 05:00:00",1879.15
"1999-08-17 05:00:00",1879.15
"1999-08-18 05:00:00",1880.39
"1999-08-19 05:00:00",1898.03
"1999-08-20 05:00:00",1892.5
"1999-08-21 05:00:00",1907.94
"1999-08-22 05:00:00",1907.94
"1999-08-23 05:00:00",1907.94
"1999-08-24 05:00:00",1912.27
"1999-08-25 05:00:00",1921.87
"1999-08-26 05:00:00",1921.16
"1999-08-27 05:00:00",1914.22
"1999-08-28 05:00:00",1936.12
"1999-08-29 05:00:00",1936.12
"1999-08-30 05:00:00",1936.12
"1999-08-31 05:00:00",1954.72
"1999-09-01 05:00:00",1941.25
"1999-09-02 05:00:00",1934.46
"1999-09-03 05:00:00",1943.23
"1999-09-04 05:00:00",1943.24
"1999-09-05 05:00:00",1943.24
"1999-09-06 05:00:00",1943.24
"1999-09-07 05:00:00",1947.31
"1999-09-08 05:00:00",1969.82
"1999-09-09 05:00:00",1972.35
"1999-09-10 05:00:00",1976.07
"1999-09-11 05:00:00",1981.41
"1999-09-12 05:00:00",1981.41
"1999-09-13 05:00:00",1981.41
"1999-09-14 05:00:00",1977.85
"1999-09-15 05:00:00",1970.54
"1999-09-16 05:00:00",1967.58
"1999-09-17 05:00:00",1977.52
"1999-09-18 05:00:00",1987.08
"1999-09-19 05:00:00",1987.08
"1999-09-20 05:00:00",1987.08
"1999-09-21 05:00:00",1981.64
"1999-09-22 05:00:00",1975.46
"1999-09-23 05:00:00",1992.36
"1999-09-24 05:00:00",1994.86
"1999-09-25 05:00:00",1995.64
"1999-09-26 05:00:00",1995.64
"1999-09-27 05:00:00",1995.64
"1999-09-28 05:00:00",2013.24
